cluster_id	cluster_name	clusterlevel	first_cluster_name	top_markers	ncells	mean_nCount_RNA	mean_nFeature_RNA	mean_percent_mt	Female	Male	Siletti	Tadross	1C41i	3u5kk	buFpQ	eXCJJ	f5sVM	siletti_H18.30.002	siletti_H19.30.001	siletti_H19.30.002	TweV8	tzan2	znZv1	1C41i_A4	1C41i_A6	1C41i_A7	1C41i_A8	1C41i_R1	1C41i_R2	3u5kk_A.01	3u5kk_A.02	3u5kk_A.03	3u5kk_A.05	3u5kk_A.06	3u5kk_A.07	3u5kk_A.08	3u5kk_A.09	3u5kk_A.10	3u5kk_R.01	3u5kk_R.02	3u5kk_R.03	3u5kk_R.04	3u5kk_R.05	3u5kk_R.06	3u5kk_R.07	3u5kk_R.08	3u5kk_R.09	3u5kk_R.10	3u5kk_R.11	buFpQ_A1	buFpQ_A3	buFpQ_R1	buFpQ_R2	buFpQ_R3	eXCJJ_N2	eXCJJ_US2	f5sVM_ARHS2	siletti_10X190_5	siletti_10X190_6	siletti_10X192_7	siletti_10X192_8	siletti_10X193_3	siletti_10X193_4	siletti_10X203_7	siletti_10X203_8	siletti_10X360_7	siletti_10X360_8	siletti_10X362_3	siletti_10X362_4	siletti_10X362_5	siletti_10X362_6	siletti_10X376_5	siletti_10X376_6	siletti_10X380_5	siletti_10X380_6	siletti_10X380_7	siletti_10X380_8	siletti_10X389_1	siletti_10X389_2	siletti_10X392_3	siletti_10X392_4	TweV8_N1	TweV8_US1	tzan2_2	tzan2_5.1	tzan2_5.2	tzan2_5.3	tzan2_5.4	tzan2_N6.3	tzan2_US6.1	tzan2_US6.2	znZv1_1AS1CB	znZv1_1AS2CB	znZv1_1AS3CB	znZv1_1AS4CB	znZv1_1CB	znZv1_S1	znZv1_S10	znZv1_S11	znZv1_S1F	znZv1_S2	znZv1_S3	znZv1_S5	znZv1_S8	znZv1_S9
C4-400	C4-400 Mid-2 GLU-4 WNT7B NPY	C4	NPY	LEF1|RSPO3|LPAR1|NPY|PIK3C2G	136	20228.1	4962.74	0.0558	0	100	94.12	5.88	0.74	0	0	0	0	5.88	25.74	62.5	0	0	5.15	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	2.21	0	0	2.21	0.74	0	0	8.09	8.09	24.26	25	0	0	0	0	5.15	6.62	0.74	0.74	4.41	5.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74	0	0	0	0	0	1.47	0	1.47	1.47	0	0	0
C4-401	C4-401 Mid-2 GLU-4 WNT7B TBX3	C4	TBX3	LEF1|TBX3|PIK3C2G|WIF1|RERGL	125	25319.72	5752.7	0.007	0	100	100	0	0	0	0	0	0	9.6	16	74.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	4	0	0	0	0	0	0	10.4	4.8	32	34.4	0	0	0	0	0.8	0	1.6	5.6	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-402	C4-402 Mid-2 GLU-4 HDC TECRL	C4	TECRL	TECRL|PPP1R1C|GMNC|HDC|SLC26A4	1789	36251.26	6683.51	0.091	2.29	97.71	68.98	31.02	0	1.23	0	0	0	22.47	39.24	7.27	0	1.06	28.73	0	0	0	0	0	0	0	0	0.06	0	0	0.17	0.39	0.28	0.22	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	9.33	9.84	0	0	1.62	1.68	0	0	13.25	14.87	2.96	1.9	0	0	0	0	0.56	0.22	0.95	0.67	5.09	5.42	0.45	0.17	0	0	0.11	0.39	0	0.11	0.45	0	0	0	3.41	2.63	3.63	4.53	2.35	0	0.34	10.23	0	0.45	1.01	0	0.06	0.11
C4-403	C4-403 Mid-2 GLU-4 HDC GPR101	C4	GPR101	HDC|SLC18A2|SLC35D3|LEF1|PPP1R1C	338	31649.32	6235.93	0.0661	0.59	99.41	81.07	18.93	0	0.59	0	0	0	13.02	43.2	24.85	0	0	18.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	0	0	0	0	0	0	0	0	4.14	7.4	0	0	0.3	1.18	0	0	19.53	17.16	6.21	7.99	0	0	0	0	2.37	3.25	2.07	2.96	2.66	3.25	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0.3	0.89	0.59	0.3	0.89	0.3	0.89	11.83	0	0	1.48	0	0	0.89
C4-404	C4-404 Mid-2 GLU-4 HDC PDK4	C4	PDK4	PPP1R1C|HDC|SLC18A2|LEF1|RSPO2	200	42020.39	7244.04	0.0513	0.5	99.5	88	12	0	0.5	0	0	0	20	41.5	26.5	0	0	11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	8.5	0	0	1.5	1.5	0	0	16	18	10.5	8.5	0	0	0	0	1.5	2	3	1	4.5	2	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	1	0.5	0	0.5	5.5	0	0.5	1	0	0	1
C4-405	C4-405 Mid-2 GLU-4 EYA4 HDC	C4	HDC	HDC|LEF1|WIF1|TBX3|EYA4	291	28755.59	6083.66	0.0251	0	100	92.1	7.9	0	0	0	0	0	27.49	32.65	31.96	0	0	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.09	12.71	0	0	0	0.69	0	0	15.12	15.46	13.75	13.4	0	0	0	0	0.34	0.69	1.72	2.06	1.37	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0	0	2.06	4.47	0	0	0	0	0	1.03
C4-406	C4-406 Mid-2 GLU-4 EYA4 NPNT	C4	NPNT	WIF1|LEF1|TBX3|VEGFC|HDC	259	28799.11	6175.37	0.0418	0.39	99.61	96.91	3.09	0	0.39	0	0	0	16.6	30.89	49.42	0	0	2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56	10.04	0	0	0	0	0	0	17.76	7.72	21.24	19.31	0	0	0	0	0	0	3.09	5.79	3.09	1.93	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	1.93	0	0	0	0	0	0
C4-407	C4-407 Post-2 GLU-1 ADGRL4 IGF2BP2	C4	IGF2BP2	ADGRL4|LTBP1|MYO5B|SCTR|HTR7	3646	25875.94	5815.86	0.0865	0.47	99.53	80.55	19.45	0.11	0.11	0	0	0.25	27.37	44.32	8.86	0	0.11	18.87	0.03	0.03	0.03	0	0.03	0	0	0	0	0.03	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.25	5.49	5.98	0	0	7.82	8.09	0	0	14.21	14.73	5.05	3.76	0	0	0	0	0.03	0.03	0	0	7.98	7.41	0	0	0	0	0	0	0	0.03	0	0.08	0	0	0.03	0.03	0.03	0	0	0.03	0.44	17.44	0	0.22	0.33	0	0	0.33
C4-408	C4-408 Post-2 GLU-1 ADGRL4 IL1RAPL2	C4	IL1RAPL2	ADGRL4|CFAP299|MYO5B|LTBP1|PAPPA	420	34277.03	7279.46	0.0232	0.24	99.76	96.67	3.33	0	0	0	0	0.24	45.95	47.62	3.1	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.24	0.48	0	0	22.62	22.62	0	0	11.19	9.52	2.14	0.95	0	0	0	0	0	0	0	0	13.1	13.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	2.62	0	0	0	0	0	0
C4-409	C4-409 Post-2 GLU-1 KIT MCTP2	C4	MCTP2	SIM1|LTBP1|VCAN|FRMPD2|KIT	990	25006.91	5831.92	0.0355	0.2	99.8	93.33	6.67	0.1	0	0	0	0	25.76	46.36	21.21	0	0.2	6.36	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93	2.32	0	0	10.1	10.4	0	0	6.57	5.86	12.02	8.99	0	0	0	0	0	0	0	0.2	15.76	18.18	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	1.92	4.24	0	0	0	0.1	0	0.1
C4-410	C4-410 Post-2 GLU-1 KIT LAMA1	C4	LAMA1	SIM1|CCDC68|FRMPD2|OTX2|MYO1B	332	17863.33	5220.97	0.0057	0	100	99.4	0.6	0	0	0	0	0	42.77	37.05	19.58	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02	5.72	0	0	17.47	13.55	0	0	0.6	0.9	10.24	9.04	0	0	0	0	0	0	0	0.3	20.18	15.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.3	0	0
C4-411	C4-411 Post-2 GLU-1 SALL3 PVALB	C4	PVALB	FSHR|CFAP299|MYO5B|TNFRSF11B|HAPLN1	12736	37300.88	7015.96	0.0606	0.25	99.75	88.06	11.94	0	0.16	0.01	0	0.04	37.62	35.88	14.56	0	0.05	11.68	0	0	0	0	0	0	0	0	0	0	0	0.02	0.01	0	0	0	0	0.12	0	0.01	0	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0.04	2.43	2.62	0	0	15.54	17.02	0	0	10.33	9.9	7.11	7.39	0	0	0	0	0	0	0.04	0.02	8.18	7.47	0	0	0	0	0.01	0.01	0.02	0	0.01	0.01	0	0	0	0.01	0.01	0	0	0	5.58	3.14	0	0	0.02	0.03	0.02	2.87
C4-412	C4-412 Post-2 GLU-1 SALL3 TAC3	C4	TAC3	LTBP1|FSHR|SIM1|ISM1|VCAN	193	20286.03	5608.19	0.0239	0	100	95.85	4.15	0	0	0	0	0	36.27	53.89	5.7	0	0	4.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.58	19.17	0	0	0	0.52	0	0	22.8	25.39	3.63	2.07	0	0	0	0	0	0	0	0	4.15	1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	2.07	0	1.04	0	0	0	0.52
C4-413	C4-413 Post-2 GLU-1 SALL3 DMRTA2	C4	DMRTA2	NPSR1|DMRTA2|KIT|FGL2|ONECUT2	64	18486.06	5638.31	0.0911	0	100	89.06	10.94	0	0	0	0	0	59.38	29.69	0	0	0	10.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12	0	0	23.44	32.81	0	0	6.25	6.25	0	0	0	0	0	0	0	0	0	0	10.94	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	1.56	6.25	1.56	0	0	0	0	0	0
C4-414	C4-414 Post-2 GLU-2 TAC3	C4	TAC3	SIM1|CD36|LTBP1|TEX41|CCBE1	473	21946.45	5759.29	0.0631	0.42	99.58	88.37	11.63	0	0.21	0	0	0	23.47	31.5	33.4	0	0.21	11.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	10.99	10.99	0	0	0.85	0.63	0	0	12.68	12.9	15.64	16.49	0	0	0	0	0.42	0	0.63	0.21	2.96	2.96	0	0	0	0	0	0	0	0	0	0.21	0	0	0.63	0.85	1.06	0.85	0.42	0.21	1.06	4.86	0	0	0.21	0	0.21	0.85
C4-415	C4-415 Post-2 GLU-2 BTNL9	C4	BTNL9	CHRNA2|CLNK|PMFBP1|BTNL9|ITGA8	92	26867.46	6906.77	0.0517	0	100	89.13	10.87	0	0	0	0	0	27.17	61.96	0	0	0	10.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.78	17.39	0	0	0	0	0	0	34.78	26.09	0	0	0	0	0	0	0	0	0	0	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43	0	1.09	1.09	3.26	0	0	0	0	0	0	0	0	0
C4-1	C4-1 Pre-1 GABA-8 PRKCH EYA1	C4	EYA1	SH3RF2|CCDC88C|PTPRQ|CA12|PRKCH	1174	14965.38	4357.1	0.7423	88.25	11.75	11.33	88.67	0.09	15.25	0	63.63	0	10.99	0.34	0	7.07	2.3	0.34	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0.26	0	0.34	0.17	1.87	0.26	0.09	0.34	0.09	0.94	2.47	3.58	4.86	0	0	0	0	0	63.63	0	0	0	0	2.56	2.21	0	0	3.07	3.15	0	0.09	0	0	0	0	0	0.09	0	0	0	0	0.17	0	0	0	7.07	0	1.62	0.09	0.09	0.26	0.09	0.09	0	0.09	0	0	0	0	0	0	0	0	0	0.26	0	0	0.09	0
C4-2	C4-2 Pre-1 GABA-8 PRKCH PDYN	C4	PDYN	PDYN|EBF1|SH3RF2|MEIS2|PDE1C	160	17415.07	4467.52	0.4294	68.75	31.25	31.25	68.75	0	58.13	0	4.38	0	30.63	0.62	0	5	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	1.25	0.62	0	1.25	1.25	3.12	5	14.37	28.75	0	0	0	0	0	4.38	0	0	0	0	0	0	0	0	16.25	14.37	0	0	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	5	0	0.62	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-3	C4-3 Pre-1 GABA-8 PRKCH EYA2	C4	EYA2	DRD2|CCDC88C|MEIS2|PRKCH|RBM20	254	8131.65	2949.62	1.7205	93.7	6.3	5.91	94.09	0	20.47	0	56.3	0	5.91	0	0	13.78	3.15	0.39	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0.39	0	0	0	0	0	0	0	0	1.57	3.15	7.48	7.48	0	0	0	0	0	56.3	0	0	0	0	1.97	2.76	0	0	0.39	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.99	0.79	2.36	0.39	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0
C4-4	C4-4 Pre-1 GABA-8 PRKCH PTPRQ	C4	PTPRQ	PTPRQ|PDYN|DRD1|PPP1R1B|CCDC88C	213	30308.76	6810.43	0.0772	12.21	87.79	87.79	12.21	0	12.21	0	0	0	87.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0.47	0.47	0	1.41	1.88	0.94	1.88	2.82	1.88	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	44.13	43.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-5	C4-5 Pre-1 GABA-8 DRD1 OPN4	C4	OPN4	PDYN|DRD1|PPP1R1B|PTPRQ|OPN4	895	27310.61	6387.01	0.1382	16.65	83.35	83.35	16.65	0	13.18	0	1.01	0	76.09	7.26	0	1.56	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0.45	0.34	0.22	0.56	0.45	0.22	1.9	2.35	2.35	4.13	0	0	0	0	0	1.01	0	0	0	0	0.11	0.11	0	0	39.89	35.98	0	0	0	0	0	0	3.46	3.8	0	0	0	0	0	0	0	0	1.45	0.11	0.67	0	0	0.11	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-6	C4-6 Pre-1 GABA-8 DRD1 TACR3	C4	TACR3	TMEM215|DRD1|NELL1|ARHGAP10|MEIS2	234	19403.28	5323.94	0.2021	23.5	76.5	76.5	23.5	0	20.09	0	0	0	52.56	23.93	0	2.14	1.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.43	0	0.85	0.85	0	0.43	0.43	1.71	2.56	6.41	5.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.35	25.21	0	0	0	0	0	0	10.26	13.25	0	0	0	0	0	0	0	0.43	2.14	0	0.85	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-7	C4-7 Pre-1 GABA-8 SLC1A3 AQP4	C4	AQP4	PLCG2|DDO|MT2A|MME|CA12	14996	7820.98	2896.14	0.4154	97.23	2.77	2.48	97.52	0.03	87.7	0.01	1.55	0.01	2.1	0.31	0.07	0.45	7.52	0.25	0.01	0	0	0	0.01	0.01	0	0	0.01	0.01	0.01	0.07	0.11	0.16	0.12	1.27	1.59	16.29	1.87	1.81	1.47	1.43	3.91	7.72	19.84	30	0.01	0	0	0	0.01	1.55	0.01	0.01	0.02	0.01	0.41	0.45	0.01	0	0.59	0.61	0.02	0.03	0	0.01	0	0	0.15	0.08	0.03	0.03	0	0.01	0.01	0	0.02	0.01	0.44	0.01	5.51	0.48	0.41	0.52	0.47	0.11	0.02	0	0	0.02	0.01	0.02	0.01	0	0.01	0.01	0.03	0.01	0.05	0	0.07	0.01
C4-8	C4-8 Pre-1 GABA-8 SLC1A3 CALCRL	C4	CALCRL	MME|SLC38A11|TESPA1|LOXHD1|ABHD12B	508	9412.9	3382.09	0.4541	89.57	10.43	1.77	98.23	0	14.96	0	0	0	1.57	0.2	0	0.39	74.21	8.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.39	0	0.79	0.2	0.39	0.39	1.18	2.17	4.13	5.12	0	0	0	0	0	0	0	0	0	0	0.39	0.2	0	0	0.39	0.59	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.39	0	52.17	4.53	5.51	4.33	4.92	2.56	0	0.2	0.39	0.39	0.39	0.2	0.2	0	0	0	0	0	0	0.2	6.89	0
C4-9	C4-9 Pre-1 GABA-8 SLC1A3 DCDC2C	C4	DCDC2C	DCDC2C|SLC38A11|TARID|PRKCH|PDZD2	460	9260.97	3403.11	0.5786	96.3	3.7	2.61	97.39	0	41.3	0	1.3	0	1.52	1.09	0	0	53.7	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0.22	0.87	1.09	3.04	0.43	0.65	0.22	0.65	3.26	7.83	10.43	12.17	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	1.09	0.43	0	0	0	0	0	0	0.65	0.43	0	0	0	0	0	0	0	0	0	0	45.87	1.52	2.17	1.74	2.17	0.22	0	0	0	0	0	0	0	0	0.22	0	0	0.22	0	0	0.65	0
C4-10	C4-10 Pre-1 GABA-8 SLC1A3 PTPRQ	C4	PTPRQ	PTPRQ|CA12|PRKCH|MEIS2|RELN	364	9118.1	3140.04	0.3713	99.45	0.55	0.55	99.45	0	89.56	0	0.27	0	0.55	0	0	0	9.62	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0.27	0	0.55	0.82	1.37	3.57	3.3	0.82	1.37	0.82	8.24	13.46	29.95	24.73	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87	0.27	0.27	0.27	0.55	1.1	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-11	C4-11 Pre-1 GABA-8 SLC1A3 HGF	C4	HGF	HGF|CXCL14|DRD1|SLC25A48|PDYN	116	21074.09	5524.6	0.2023	24.14	75.86	73.28	26.72	0	13.79	0	0	0	73.28	0	0	0	10.34	2.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0	0	0	0	0.86	0.86	0.86	2.59	3.45	4.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.48	38.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17	0.86	0	1.72	0	2.59	0	0	0	0.86	0.86	0	0	0	0	0	0	0	0	0	0.86	0
C4-12	C4-12 Pre-1 GABA-8 SLC1A3 PDYN	C4	PDYN	SH3RF2|PDYN|C6orf141|AP003121.1|AP001993.1	260	25441.63	5958.71	0.1764	38.85	61.15	60.77	39.23	0	13.85	0	0	0	59.62	1.15	0	0	25	0.38	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0	0.38	0.38	0.38	0.38	0.38	0.38	0.38	1.15	0.77	3.46	2.31	3.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.85	30.77	0	0	0	0	0	0	0.38	0.77	0	0	0	0	0	0	0	0	0	0	17.31	1.15	0.77	1.54	1.15	2.69	0	0.38	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0
C4-13	C4-13 Pre-1 GABA-8 DRD2 EYA2	C4	EYA2	DRD2|MCHR2|CCDC88C|MEIS2|PENK	2409	16372.78	4490	0.3088	56.83	43.17	42.51	57.49	0	25.24	0	0.75	0	37.57	4.94	0	0.21	30.64	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.08	0.04	0.54	0.62	1	0.5	0.42	0.58	0.62	2.37	5.35	6.02	7.06	0	0	0	0	0	0.75	0	0	0	0	0.58	0.21	0	0	19.01	17.77	0	0	0	0	0	0	2.24	2.7	0	0	0	0	0	0	0	0	0.21	0	24.24	1.25	1.2	1.29	1.74	0.87	0.04	0	0	0	0.04	0	0.04	0.04	0.04	0	0.08	0	0	0	0.42	0
C4-14	C4-14 Pre-1 GABA-8 DRD2 P2RY1	C4	P2RY1	P2RY1|PENK|ADORA2A|GPR6|PPP1R1B	397	25731.85	6228.91	0.0859	15.62	84.38	84.38	15.62	0	14.61	0	0	0	84.38	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.76	0	0.25	0.5	2.02	2.52	3.78	4.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.55	44.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-15	C4-15 Pre-1 GABA-1 SEMA3C CXCL14	C4	CXCL14	CXCL13|CXCL14|SLC25A48|FOXP2|HGF	1421	5513.49	2296.51	0.7552	83.04	16.96	14.14	85.86	0	63.9	0	0.42	0	10.77	3.17	0.21	0.49	18.23	2.81	0	0	0	0	0	0	0	0	0.07	0	0	0.21	0.21	0.35	0.42	0.35	0.7	2.74	0.56	1.2	0.56	0.7	2.96	8.52	19.07	25.26	0	0	0	0	0	0.42	0	0	0	0	0.21	0.07	0	0	6.05	4.43	0	0.07	0	0	0	0	1.34	1.62	0.07	0.14	0	0	0	0	0.14	0	0.49	0	9.64	2.11	1.48	1.97	1.13	1.83	0.07	0	0	0	0	0.14	0.07	0.07	0	0	0	0	0.07	0	2.39	0.07
C4-16	C4-16 Pre-1 GABA-1 SEMA3C ITGA8	C4	ITGA8	ABI3BP|VIP|ITGA8|CXCL14|IGFBP4	390	11151.01	3850.1	0.5344	53.08	46.92	44.87	55.13	0	14.1	0	3.85	0	40.51	4.36	0	12.56	22.56	2.05	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	1.03	0.51	0.26	0	0.26	0.51	1.54	2.82	3.59	3.33	0	0	0	0	0	3.33	0.51	0	0	0	0.26	0	0	0	18.46	21.79	0	0	0	0	0	0	2.05	2.31	0	0	0	0	0	0	0	0	11.54	1.03	11.03	0.77	1.54	0.77	1.28	6.67	0.26	0.26	0.51	0	0	0.51	0	0	0	0	0	0	0	0	1.03	0
C4-17	C4-17 Pre-1 GABA-1 SEMA3C PTPN14	C4	PTPN14	CFH|PTPN14|LGR6|VIP|PROK2	314	9266.18	3304.96	0.5759	63.69	36.31	35.03	64.97	0	4.78	0	13.06	0	24.52	10.51	0	35.03	10.83	1.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0.32	0.32	0	0.32	1.27	1.91	0	0.32	0	0	0	0	0	12.74	0.32	0	0	0	7.01	6.05	0	0	5.73	5.73	0	0	0	0	0	0	4.46	6.05	0	0	0	0	0	0	0	0	31.53	3.5	5.1	0.64	0	0.32	0.32	3.82	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	1.27	0
C4-18	C4-18 Pre-1 GABA-1 SEMA3C CAV1	C4	CAV1	CAV1|PROK2|CXCL14|COL4A1|NPNT	432	9289.24	3058.2	0.4462	62.27	37.73	31.71	68.29	0	9.49	0	0.46	0	29.86	1.85	0	4.17	48.15	6.02	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0.23	0.23	0	0.46	0	0.23	0	0	0.23	1.39	1.16	2.31	3.01	0	0	0	0	0	0.23	0.23	0	0	0	14.58	14.12	0	0	0.23	0.93	0	0	0	0	0.23	0	1.39	0.23	0	0	0	0	0	0	0	0	4.17	0	19.68	5.79	6.71	4.63	6.71	4.17	0.46	0	0	0	0	0	0	0	0.23	0	0	0	0	0	5.79	0
C4-19	C4-19 Pre-1 GABA-1 SEMA3C SEMA3E	C4	SEMA3E	CXCL13|CXCL14|SLC25A48|NMBR|FOXP2	323	11746.03	4105.28	0.5014	45.82	54.18	53.87	46.13	0	8.98	0	1.55	0	52.63	1.24	0	6.81	28.48	0.31	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0.31	0.31	0.93	0	0	0.62	0	0.62	2.17	0.93	0.93	1.86	0	0	0	0	0	1.55	0	0	0	0	0	0	0	0	24.46	28.17	0	0	0	0	0	0	0.62	0.62	0	0	0	0	0	0	0	0	6.81	0	9.91	0.31	0.93	0	0	14.55	1.86	0.93	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0
C4-20	C4-20 Pre-1 GABA-1 SEMA3C PDYN	C4	PDYN	CXCL14|PDYN|DRD1|IGFBP4|COL4A1	216	16928.23	4957.38	0.2682	32.41	67.59	67.13	32.87	0	15.74	0	0.93	0	53.7	13.43	0	9.72	6.02	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0.46	1.85	4.63	3.7	4.17	0	0	0	0	0	0.93	0	0	0	0	0	0.46	0	0	25	28.24	0	0	0	0	0	0	5.09	7.87	0	0	0	0	0	0	0	0.46	9.26	0.46	4.17	0.46	0	1.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0
C4-21	C4-21 Pre-1 GABA-1 SEMA3C TAC3	C4	TAC3	LGR6|VIP|IGFBP4|SEMA3C|NMBR	231	10808.69	3940.43	0.3432	37.23	62.77	61.9	38.1	0	7.79	0	3.46	0	55.84	6.06	0	21.21	4.76	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73	2.6	1.73	1.73	0	0	0	0	0	3.46	0	0	0	0	0	0.43	0	0	25.54	29.87	0	0	0	0	0	0	3.9	2.16	0	0	0	0	0	0	0	0	21.21	0	1.3	0.43	0.43	0	0.43	1.73	0	0.43	0	0	0	0	0	0	0	0	0	0	0.43	0	0.43	0
